"","id","fem","edp","inv","inv_z","psu","psu_z","break_001","edc","ed0","ed1","ed2","ed3","ed4","break_002","edt"
"44",44,1,17,3.827273938,1.799363256,547.0590315,1.07401824,NA,0.985241056684637,0,0,0,1,0,NA,1
"45",45,1,12,2.494949153,-0.603142738,448.0112247,-0.447067589,NA,-1.12387290323017,0,1,0,0,0,NA,0
"46",46,0,17,2.907146097,0.140149027,490.1025814,0.199332893,NA,0.985241056684637,0,0,0,1,0,NA,1
"47",47,0,17,2.493143641,-0.606398582,466.5752829,-0.161977708,NA,0.985241056684637,0,0,0,1,0,NA,1
"48",48,1,12,2.771703052,-0.104088068,463.7388282,-0.205537423,NA,-1.12387290323017,0,1,0,0,0,NA,0
"49",49,1,15,3.459181371,1.135602713,514.4740899,0.5736081,NA,0.141595472718715,0,0,1,0,0,NA,0
"50",50,1,15,2.665610495,-0.295398593,469.3763872,-0.11896117,NA,0.141595472718715,0,0,1,0,0,NA,0
"51",51,1,12,2.934231674,0.188990846,397.9751532,-1.215476036,NA,-1.12387290323017,0,1,0,0,0,NA,0
"52",52,1,10,2.559756852,-0.486278772,440.0274997,-0.569674551,NA,-1.96751848719609,1,0,0,0,0,NA,0
"53",53,0,15,2.082240537,-1.347356677,431.5574816,-0.699749112,NA,0.141595472718715,0,0,1,0,0,NA,0
"54",54,0,17,2.733547663,-0.172891393,480.2371749,0.047829259,NA,0.985241056684637,0,0,0,1,0,NA,1
"55",55,1,17,2.909781622,0.14490144,494.9190179,0.273299366,NA,0.985241056684637,0,0,0,1,0,NA,1
"56",56,0,19,3.967725947,2.05263257,562.0407636,1.304094315,NA,1.82888664065056,0,0,0,0,1,NA,1
"57",57,0,17,2.644441766,-0.333570927,325.1733947,-2.333499193,NA,0.985241056684637,0,0,0,1,0,NA,1
"58",58,0,15,3.338264837,0.917561054,652.9358915,2.699979305,NA,0.141595472718715,0,0,1,0,0,NA,0
"59",59,0,15,3.381192546,0.994969785,580.3754044,1.585661292,NA,0.141595472718715,0,0,1,0,0,NA,0
"60",60,1,15,2.687648314,-0.255659163,545.6287647,1.052054048,NA,0.141595472718715,0,0,1,0,0,NA,0
"61",61,1,17,2.554365862,-0.495999843,474.7211458,-0.036880784,NA,0.985241056684637,0,0,0,1,0,NA,1
"62",62,1,19,3.476689125,1.167173505,538.8023711,0.947220087,NA,1.82888664065056,0,0,0,0,1,NA,1
"63",63,1,17,3.479087243,1.171498179,527.2720009,0.770146787,NA,0.985241056684637,0,0,0,1,0,NA,1
"64",64,0,15,3.05378723,0.404578477,486.7693495,0.14814432,NA,0.141595472718715,0,0,1,0,0,NA,0
"65",65,0,12,2.069883009,-1.369640231,419.1885548,-0.889699817,NA,-1.12387290323017,0,1,0,0,0,NA,0
"66",66,1,12,3.163727217,0.602827191,411.017119,-1.015189528,NA,-1.12387290323017,0,1,0,0,0,NA,0
"67",67,1,15,2.36955796,-0.829253674,452.552051,-0.377333611,NA,0.141595472718715,0,0,1,0,0,NA,0
"68",68,1,19,3.714731309,1.59642148,552.3300304,1.154965401,NA,1.82888664065056,0,0,0,0,1,NA,1
"69",69,0,17,3.387130591,1.005677581,592.379526,1.77000916,NA,0.985241056684637,0,0,0,1,0,NA,1
"70",70,1,19,4.096128398,2.284173489,574.0043945,1.487820745,NA,1.82888664065056,0,0,0,0,1,NA,1
"71",71,0,12,2.31779734,-0.922590375,433.2772366,-0.673339128,NA,-1.12387290323017,0,1,0,0,0,NA,0
"72",72,1,15,3.418740567,1.062678099,512.175886,0.538315058,NA,0.141595472718715,0,0,1,0,0,NA,0
"73",73,0,12,3.054790454,0.406387627,475.1596996,-0.030146124,NA,-1.12387290323017,0,1,0,0,0,NA,0
"74",74,0,15,2.754452659,-0.135194555,469.7585169,-0.113092594,NA,0.141595472718715,0,0,1,0,0,NA,0
"75",75,1,15,3.140967588,0.561785936,421.3903772,-0.8558864,NA,0.141595472718715,0,0,1,0,0,NA,0
"76",76,1,10,2.671474576,-0.284824103,521.376309,0.67960614,NA,-1.96751848719609,1,0,0,0,0,NA,0
"77",77,1,15,2.201396546,-1.132489681,292.9956311,-2.827656031,NA,0.141595472718715,0,0,1,0,0,NA,0
"78",78,1,15,2.295992071,-0.961910605,448.3714007,-0.441536456,NA,0.141595472718715,0,0,1,0,0,NA,0
"79",79,1,15,3.304470736,0.856621981,430.6820745,-0.713193119,NA,0.141595472718715,0,0,1,0,0,NA,0
"80",80,1,15,2.31708694,-0.923871517,449.5701928,-0.423126519,NA,0.141595472718715,0,0,1,0,0,NA,0
"81",81,0,17,3.152073056,0.581811905,504.0214934,0.413086921,NA,0.985241056684637,0,0,0,1,0,NA,1
"82",82,0,15,3.450916378,1.120698929,509.3377338,0.494729131,NA,0.141595472718715,0,0,1,0,0,NA,0
"83",83,1,17,3.891821227,1.915757656,550.7271752,1.130350351,NA,0.985241056684637,0,0,0,1,0,NA,1
"84",84,1,10,2.621789861,-0.374417841,443.5527792,-0.515536666,NA,-1.96751848719609,1,0,0,0,0,NA,0
"85",85,1,15,2.380707043,-0.809149027,528.1856472,0.784178495,NA,0.141595472718715,0,0,1,0,0,NA,0
"86",86,0,17,3.093969842,0.477037489,500.7195464,0.362378716,NA,0.985241056684637,0,0,0,1,0,NA,1
"87",87,1,17,3.226108849,0.715316236,587.8955168,1.701147914,NA,0.985241056684637,0,0,0,1,0,NA,1
"88",88,0,17,3.559374847,1.316275954,527.1679695,0.768549562,NA,0.985241056684637,0,0,0,1,0,NA,1
"89",89,0,12,1.865170156,-1.738787651,407.5549456,-1.06835866,NA,-1.12387290323017,0,1,0,0,0,NA,0
"90",90,1,12,3.22955079,0.721523046,489.7577927,0.194037959,NA,-1.12387290323017,0,1,0,0,0,NA,0
"91",91,0,17,3.600340788,1.390147686,529.4960247,0.804301858,NA,0.985241056684637,0,0,0,1,0,NA,1
"92",92,0,17,3.692810972,1.556893945,459.7509982,-0.266778797,NA,0.985241056684637,0,0,0,1,0,NA,1
"93",93,1,12,2.923208753,0.169113621,472.3487226,-0.07331451,NA,-1.12387290323017,0,1,0,0,0,NA,0
"94",94,0,15,3.127264851,0.537076294,490.9449864,0.212269828,NA,0.141595472718715,0,0,1,0,0,NA,0
"95",95,0,12,2.830489021,0.001917253,537.4128953,0.925881982,NA,-1.12387290323017,0,1,0,0,0,NA,0
"96",96,0,15,3.48758508,1.18682158,511.4215763,0.526730716,NA,0.141595472718715,0,0,1,0,0,NA,0
"97",97,1,19,3.299966816,0.848500192,528.7594491,0.792990267,NA,1.82888664065056,0,0,0,0,1,NA,1
"98",98,0,15,3.33580083,0.913117766,502.7958606,0.394265026,NA,0.141595472718715,0,0,1,0,0,NA,0
"99",99,0,12,2.680463477,-0.268615007,453.8871337,-0.356830627,NA,-1.12387290323017,0,1,0,0,0,NA,0
"100",100,1,17,3.576772522,1.347648144,532.8233231,0.855399072,NA,0.985241056684637,0,0,0,1,0,NA,1
"101",101,0,12,2.805191454,-0.043700125,610.9752786,2.0555861,NA,-1.12387290323017,0,1,0,0,0,NA,0
"102",102,0,17,3.397391774,1.024181128,517.9626639,0.627182603,NA,0.985241056684637,0,0,0,1,0,NA,1
"103",103,1,12,2.047643462,-1.409743786,422.591362,-0.837442696,NA,-1.12387290323017,0,1,0,0,0,NA,0
"104",104,1,12,2.02013073,-1.45935607,421.0278389,-0.86145407,NA,-1.12387290323017,0,1,0,0,0,NA,0
"105",105,0,15,3.348927535,0.936788261,428.5418286,-0.746060789,NA,0.141595472718715,0,0,1,0,0,NA,0
"106",106,1,17,3.388080296,1.00739038,447.1001758,-0.461058527,NA,0.985241056684637,0,0,0,1,0,NA,1
"107",107,1,17,2.966212474,0.246659935,498.1259143,0.322548151,NA,0.985241056684637,0,0,0,1,0,NA,1
"108",108,0,15,2.130592746,-1.260165811,509.3052846,0.494230926,NA,0.141595472718715,0,0,1,0,0,NA,0
"109",109,1,15,3.612086664,1.411328554,523.1635389,0.707052767,NA,0.141595472718715,0,0,1,0,0,NA,0
"110",110,1,15,2.183480503,-1.164796472,441.977493,-0.539728463,NA,0.141595472718715,0,0,1,0,0,NA,0
"111",111,1,17,3.032540959,0.366266429,576.8952895,1.532216191,NA,0.985241056684637,0,0,0,1,0,NA,1
"112",112,1,12,2.729484581,-0.180218205,461.3396037,-0.242382631,NA,-1.12387290323017,0,1,0,0,0,NA,0
"113",113,0,15,2.366103374,-0.835482895,522.6890761,0.699766994,NA,0.141595472718715,0,0,1,0,0,NA,0
"114",114,0,12,3.018240369,0.340478987,323.0826037,-2.365607738,NA,-1.12387290323017,0,1,0,0,0,NA,0
"115",115,0,17,3.355395017,0.948450863,590.5760426,1.742313266,NA,0.985241056684637,0,0,0,1,0,NA,1
"116",116,0,12,2.873948835,0.080286019,464.8826731,-0.187971532,NA,-1.12387290323017,0,1,0,0,0,NA,0
"117",117,0,15,2.499367188,-0.595175803,380.2623036,-1.487494111,NA,0.141595472718715,0,0,1,0,0,NA,0
"118",118,0,12,2.134293447,-1.253492475,422.8489281,-0.833487213,NA,-1.12387290323017,0,1,0,0,0,NA,0
"119",119,1,15,3.605909442,1.400189161,522.8124767,0.701662242,NA,0.141595472718715,0,0,1,0,0,NA,0
"120",120,1,15,3.55259334,1.304047108,519.7825774,0.655131698,NA,0.141595472718715,0,0,1,0,0,NA,0
"121",121,0,12,2.987546418,0.285130203,471.3382962,-0.088831879,NA,-1.12387290323017,0,1,0,0,0,NA,0
"122",122,1,17,3.585012029,1.362506032,458.2915673,-0.289191574,NA,0.985241056684637,0,0,0,1,0,NA,1
"123",123,1,15,3.166835439,0.608432114,497.8604244,0.318470806,NA,0.141595472718715,0,0,1,0,0,NA,0
"124",124,1,17,2.633789537,-0.352779627,479.2347008,0.032434206,NA,0.985241056684637,0,0,0,1,0,NA,1
"125",125,1,12,2.980277503,0.272022605,475.5918801,-0.023508944,NA,-1.12387290323017,0,1,0,0,0,NA,0
"126",126,1,17,3.279836106,0.812199771,515.948785,0.59625566,NA,0.985241056684637,0,0,0,1,0,NA,1
"127",127,1,17,3.32203508,0.888294637,518.3468959,0.633083999,NA,0.985241056684637,0,0,0,1,0,NA,1
"128",128,0,17,3.877596122,1.890106559,545.2521239,1.046269774,NA,0.985241056684637,0,0,0,1,0,NA,1
"129",129,1,15,3.062465222,0.420226961,491.929174,0.22738415,NA,0.141595472718715,0,0,1,0,0,NA,0
"130",130,1,17,3.962122115,2.042527676,554.7223133,1.191703796,NA,0.985241056684637,0,0,0,1,0,NA,1
"131",131,1,15,2.718338956,-0.200316429,472.37288,-0.07294333,NA,0.141595472718715,0,0,1,0,0,NA,0
"132",132,1,12,2.702811916,-0.228315398,384.8238329,-1.417442322,NA,-1.12387290323017,0,1,0,0,0,NA,0
"133",133,0,17,3.12276956,0.52897048,427.3562053,-0.764268756,NA,0.985241056684637,0,0,0,1,0,NA,1
"134",134,0,15,3.313962076,0.873736918,501.5547767,0.375205517,NA,0.141595472718715,0,0,1,0,0,NA,0
"135",135,0,15,2.498248082,-0.597193837,455.1987054,-0.336688995,NA,0.141595472718715,0,0,1,0,0,NA,0
"136",136,0,17,2.560710344,-0.484559059,470.4150356,-0.103010289,NA,0.985241056684637,0,0,0,1,0,NA,1
"137",137,1,12,2.84428813,0.026800554,467.8637567,-0.142190367,NA,-1.12387290323017,0,1,0,0,0,NA,0
"138",138,1,12,2.19225169,-1.148979902,430.8092819,-0.711239278,NA,-1.12387290323017,0,1,0,0,0,NA,0
"139",139,0,15,2.279738391,-0.991219997,442.7810538,-0.527387679,NA,0.141595472718715,0,0,1,0,0,NA,0
"140",140,1,17,3.286040614,0.823387742,441.3013666,-0.550111651,NA,0.985241056684637,0,0,0,1,0,NA,1
"141",141,0,12,2.204245226,-1.127352476,351.824202,-1.924220681,NA,-1.12387290323017,0,1,0,0,0,NA,0
"142",142,0,12,2.363929584,-0.839402974,435.8988652,-0.633078277,NA,-1.12387290323017,0,1,0,0,0,NA,0
"143",143,0,15,2.819796019,-0.017364532,473.4719061,-0.056065898,NA,0.141595472718715,0,0,1,0,0,NA,0
"144",144,0,10,1.931025624,-1.620034099,399.6307743,-1.190050721,NA,-1.96751848719609,1,0,0,0,0,NA,0
"145",145,1,19,3.170096879,0.614313066,521.3790907,0.679649234,NA,1.82888664065056,0,0,0,0,1,NA,1
"146",146,1,12,3.162306974,0.600266099,410.9364058,-1.016429067,NA,-1.12387290323017,0,1,0,0,0,NA,0
"147",147,1,19,4.211890551,2.492921114,580.5830373,1.588849187,NA,1.82888664065056,0,0,0,0,1,NA,1
"148",148,0,12,2.909359643,0.144140467,391.8950353,-1.308848858,NA,-1.12387290323017,0,1,0,0,0,NA,0
"149",149,0,12,2.90176051,0.130437404,541.4631865,0.988082647,NA,-1.12387290323017,0,1,0,0,0,NA,0
"150",150,0,12,1.981268134,-1.529434562,564.1526674,1.336526632,NA,-1.12387290323017,0,1,0,0,0,NA,0
"151",151,0,15,2.094977418,-1.324389219,507.2812918,0.463147908,NA,0.141595472718715,0,0,1,0,0,NA,0
"152",152,1,12,3.21199206,0.689860225,488.7599426,0.178714141,NA,-1.12387290323017,0,1,0,0,0,NA,0
"153",153,1,17,3.54064907,1.282509089,455.7704854,-0.327908158,NA,0.985241056684637,0,0,0,1,0,NA,1
"154",154,1,10,1.475680211,-2.441132784,228.4206871,-3.819339514,NA,-1.96751848719609,1,0,0,0,0,NA,0
"155",155,1,12,1.816506865,-1.826539278,409.4561406,-1.039161563,NA,-1.12387290323017,0,1,0,0,0,NA,0
"156",156,1,12,1.814232528,-1.830640435,409.326894,-1.041146278,NA,-1.12387290323017,0,1,0,0,0,NA,0
"157",157,0,12,1.71476766,-2.009999752,399.0077571,-1.199618459,NA,-1.12387290323017,0,1,0,0,0,NA,0
"158",158,0,17,3.039711655,0.379196912,497.6361238,0.315026611,NA,0.985241056684637,0,0,0,1,0,NA,1
"159",159,0,15,2.185111264,-1.161855817,512.4035004,0.541810334,NA,0.141595472718715,0,0,1,0,0,NA,0
"160",160,0,10,1.987500499,-1.518196106,477.8401781,0.011018265,NA,-1.96751848719609,1,0,0,0,0,NA,0
"161",161,0,17,2.525073895,-0.548820198,468.3898603,-0.134111106,NA,0.985241056684637,0,0,0,1,0,NA,1
"162",162,0,17,2.587661863,-0.435958862,471.9466614,-0.079489119,NA,0.985241056684637,0,0,0,1,0,NA,1
"163",163,1,15,2.899607796,0.126555592,332.6741864,-2.218308926,NA,0.141595472718715,0,0,1,0,0,NA,0
"164",164,0,12,1.934996031,-1.612874508,411.5230736,-1.007419586,NA,-1.12387290323017,0,1,0,0,0,NA,0
"165",165,0,12,2.392815255,-0.787314773,362.5404196,-1.759650826,NA,-1.12387290323017,0,1,0,0,0,NA,0
"166",166,1,19,3.515792246,1.2376858,541.0245484,0.98134613,NA,1.82888664065056,0,0,0,0,1,NA,1
"167",167,0,15,2.19673804,-1.140890002,438.0642319,-0.599824429,NA,0.141595472718715,0,0,1,0,0,NA,0
"168",168,0,17,2.714269912,-0.207653984,479.141637,0.03100479,NA,0.985241056684637,0,0,0,1,0,NA,1
"169",169,0,12,2.571079713,-0.465860695,372.6709748,-1.604074478,NA,-1.12387290323017,0,1,0,0,0,NA,0
"170",170,0,12,1.716424751,-2.00701189,399.1019138,-1.198172212,NA,-1.12387290323017,0,1,0,0,0,NA,0
"171",171,0,17,2.971523139,0.256236136,568.7610355,1.407298207,NA,0.985241056684637,0,0,0,1,0,NA,1
"172",172,0,15,2.293877985,-0.96572274,518.5845968,0.636733949,NA,0.141595472718715,0,0,1,0,0,NA,0
"173",173,0,15,2.966435889,0.247062773,481.8052757,0.071910478,NA,0.141595472718715,0,0,1,0,0,NA,0
"174",174,0,17,3.221274748,0.706599474,507.9541488,0.473481417,NA,0.985241056684637,0,0,0,1,0,NA,1
"175",175,1,12,2.368635644,-0.830916643,440.8329797,-0.55730468,NA,-1.12387290323017,0,1,0,0,0,NA,0
"176",176,1,17,3.588575011,1.368931293,533.4940643,0.865700245,NA,0.985241056684637,0,0,0,1,0,NA,1
"177",177,0,12,2.719789172,-0.197701186,456.1219683,-0.322510093,NA,-1.12387290323017,0,1,0,0,0,NA,0
"178",178,0,12,2.103144211,-1.309662461,346.0787366,-2.012454033,NA,-1.12387290323017,0,1,0,0,0,NA,0
"179",179,1,17,3.239816565,0.740034878,513.6745251,0.561329126,NA,0.985241056684637,0,0,0,1,0,NA,1
"180",180,1,12,2.397170043,-0.779462159,442.4545573,-0.532401919,NA,-1.12387290323017,0,1,0,0,0,NA,0
"181",181,1,15,3.342823879,0.925782144,507.8616446,0.472060442,NA,0.141595472718715,0,0,1,0,0,NA,0
"182",182,1,19,3.46190558,1.140515089,537.9622351,0.934317887,NA,1.82888664065056,0,0,0,0,1,NA,1
"183",183,1,15,3.140624279,0.561166823,496.3708652,0.295595914,NA,0.141595472718715,0,0,1,0,0,NA,0
"184",184,1,17,3.400719576,1.030182123,522.8184536,0.701754093,NA,0.985241056684637,0,0,0,1,0,NA,1
"185",185,1,15,2.990805945,0.291007727,562.8568549,1.316627264,NA,0.141595472718715,0,0,1,0,0,NA,0
"186",186,1,12,2.177337818,-1.17587316,429.961748,-0.724254906,NA,-1.12387290323017,0,1,0,0,0,NA,0
"187",187,0,15,2.223224522,-1.093128085,439.569445,-0.576708674,NA,0.141595472718715,0,0,1,0,0,NA,0
"188",188,0,10,1.719253679,-2.001910448,312.5960216,-2.526651382,NA,-1.96751848719609,1,0,0,0,0,NA,0
"189",189,0,15,2.137212393,-1.248229384,434.681451,-0.651774108,NA,0.141595472718715,0,0,1,0,0,NA,0
"190",190,1,17,2.558164814,-0.489149392,474.9370366,-0.033565477,NA,0.985241056684637,0,0,0,1,0,NA,1
"191",191,1,15,2.975115182,0.26271382,486.9651849,0.151151717,NA,0.141595472718715,0,0,1,0,0,NA,0
"192",192,0,17,3.581289118,1.355792761,678.4133341,3.09123826,NA,0.985241056684637,0,0,0,1,0,NA,1
"193",193,1,15,3.571157041,1.337522149,520.8375394,0.671332359,NA,0.141595472718715,0,0,1,0,0,NA,0
"194",194,1,10,2.75728726,-0.130083159,376.2529334,-1.549066305,NA,-1.96751848719609,1,0,0,0,0,NA,0
"195",195,0,12,2.447024678,-0.689562321,365.6210614,-1.712340832,NA,-1.12387290323017,0,1,0,0,0,NA,0
"196",196,1,10,2.119203018,-1.28070426,414.9913531,-0.954156697,NA,-1.96751848719609,1,0,0,0,0,NA,0
"197",197,1,17,3.537854047,1.277468681,530.6116325,0.821434259,NA,0.985241056684637,0,0,0,1,0,NA,1
"198",198,1,17,3.721728231,1.609038949,616.0610064,2.13368845,NA,0.985241056684637,0,0,0,1,0,NA,1
"199",199,0,17,3.619095838,1.423967481,530.5618461,0.820669413,NA,0.985241056684637,0,0,0,1,0,NA,1
"200",200,0,17,3.30608124,0.859526098,512.7735969,0.547494292,NA,0.985241056684637,0,0,0,1,0,NA,1
"201",201,0,10,2.480552906,-0.629102588,430.8597737,-0.71046412,NA,-1.96751848719609,1,0,0,0,0,NA,0
"202",202,1,10,2.120057672,-1.27916348,565.0399036,1.350152493,NA,-1.96751848719609,1,0,0,0,0,NA,0
"203",203,0,17,3.846464274,1.833968043,543.4829264,1.019099593,NA,0.985241056684637,0,0,0,1,0,NA,1
"204",204,1,12,1.878954518,-1.713930964,413.0049679,-0.984661818,NA,-1.12387290323017,0,1,0,0,0,NA,0
"205",205,0,12,2.38616061,-0.799314857,437.1622368,-0.613676667,NA,-1.12387290323017,0,1,0,0,0,NA,0
"206",206,1,15,3.593780765,1.37831831,522.1232233,0.691077054,NA,0.141595472718715,0,0,1,0,0,NA,0
"207",207,1,19,3.09487771,0.47867465,517.1044755,0.614003837,NA,1.82888664065056,0,0,0,0,1,NA,1
"208",208,1,15,3.035864122,0.372258753,490.4174669,0.20416902,NA,0.141595472718715,0,0,1,0,0,NA,0
"209",209,1,17,2.794080471,-0.063735999,488.343851,0.172323957,NA,0.985241056684637,0,0,0,1,0,NA,1
"210",210,0,12,2.842164145,0.022970336,388.0763786,-1.367492437,NA,-1.12387290323017,0,1,0,0,0,NA,0
"211",211,0,12,2.356966179,-0.851959407,360.503157,-1.790937185,NA,-1.12387290323017,0,1,0,0,0,NA,0
"212",212,1,12,2.325464464,-0.90876478,363.3796122,-1.74676311,NA,-1.12387290323017,0,1,0,0,0,NA,0
"213",213,0,15,2.305394742,-0.944955587,444.2390626,-0.504996955,NA,0.141595472718715,0,0,1,0,0,NA,0
"214",214,1,12,2.519047248,-0.559687912,449.3806961,-0.426036417,NA,-1.12387290323017,0,1,0,0,0,NA,0
"215",215,0,17,2.424068297,-0.730958223,387.6498123,-1.374043345,NA,0.985241056684637,0,0,0,1,0,NA,1
"216",216,0,15,2.794691977,-0.062633239,397.0452722,-1.229756594,NA,0.141595472718715,0,0,1,0,0,NA,0
"217",217,1,15,2.569499403,-0.468710244,538.9145077,0.948941946,NA,0.141595472718715,0,0,1,0,0,NA,0
"218",218,0,12,3.010887715,0.327220052,472.6647455,-0.068461522,NA,-1.12387290323017,0,1,0,0,0,NA,0
"219",219,0,15,2.448251044,-0.68735081,452.3574247,-0.380322754,NA,0.141595472718715,0,0,1,0,0,NA,0
"220",220,1,15,2.774410784,-0.09920539,475.5593711,-0.024008537,NA,0.141595472718715,0,0,1,0,0,NA,0
"221",221,1,17,3.020220501,0.344049513,501.1951256,0.369682342,NA,0.985241056684637,0,0,0,1,0,NA,1
"222",222,0,15,2.753473325,-0.1369607,469.7028542,-0.113947436,NA,0.141595472718715,0,0,1,0,0,NA,0
"223",223,1,15,2.339265647,-0.883878052,525.8305758,0.748010993,NA,0.141595472718715,0,0,1,0,0,NA,0
"224",224,1,15,3.136063199,0.552941918,496.111656,0.291615099,NA,0.141595472718715,0,0,1,0,0,NA,0
"225",225,1,15,2.954574846,0.225674346,485.7978891,0.133225426,NA,0.141595472718715,0,0,1,0,0,NA,0
"226",226,1,12,2.097478236,-1.319879651,425.4234096,-0.793950915,NA,-1.12387290323017,0,1,0,0,0,NA,0
"227",227,0,15,3.171356993,0.616585255,493.4506963,0.250750184,NA,0.141595472718715,0,0,1,0,0,NA,0
"228",228,0,15,2.68605518,-0.258531958,540.8715628,0.978997231,NA,0.141595472718715,0,0,1,0,0,NA,0
"229",229,0,10,2.119312775,-1.280506492,410.3309162,-1.025727749,NA,-1.96751848719609,1,0,0,0,0,NA,0
"230",230,0,12,2.780972397,-0.087372944,459.5989396,-0.269114137,NA,-1.12387290323017,0,1,0,0,0,NA,0
